,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand
2660,Hyundai Verna 1.6 CRDi S,Chennai,4,31000,Diesel,Manual,First,23.9,1582,126.2,5.0,9.0,Hyundai
2661,Ford Figo Diesel EXI,Delhi,6,45001,Diesel,Manual,Second,20.0,1399,68.05,5.0,2.55,Ford
2662,Tata Manza Aqua Quadrajet BS IV,Coimbatore,6,50446,Diesel,Manual,First,21.12,1248,88.8,5.0,3.54,Tata
2663,Honda Civic 2006-2010 1.8 S MT,Ahmedabad,11,89000,Petrol,Manual,First,13.5,1799,130.0,5.0,4.25,Honda
2664,Maruti Alto LX BSIII,Ahmedabad,13,72000,Petrol,Manual,Second,19.7,796,46.3,5.0,1.2,Maruti
2665,BMW 5 Series 520d Luxury Line,Ahmedabad,7,90000,Diesel,Automatic,First,22.48,1995,190.0,5.0,19.5,BMW
2666,Mahindra XUV500 W8 2WD,Bangalore,5,76000,Diesel,Manual,Second,16.0,2179,140.0,7.0,12.0,Mahindra
2667,Maruti Ritz VDi,Hyderabad,8,78401,Diesel,Manual,First,23.2,1248,73.94,5.0,3.9,Maruti
2668,Maruti Vitara Brezza ZDi Plus,Kochi,3,38426,Diesel,Manual,First,24.3,1248,88.5,5.0,9.13,Maruti
2669,Maruti Eeco 7 Seater Standard,Pune,9,45000,Petrol,Manual,First,15.1,1196,73.0,7.0,2.25,Maruti
2670,Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,8,83000,Petrol,Manual,First,17.5,1197,85.8,5.0,3.25,Maruti
2671,Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,3,50170,Diesel,Automatic,First,17.01,1582,126.2,5.0,14.79,Hyundai
2672,Maruti Wagon R LXI,Mumbai,10,37822,Petrol,Manual,First,22.5,998,67.04,5.0,2.35,Maruti
2673,Maruti Celerio ZDi,Kolkata,5,33517,Diesel,Manual,First,27.62,793,47.0,5.0,3.1,Maruti
2674,Hyundai Santa Fe 2WD AT,Delhi,6,110000,Diesel,Automatic,First,13.01,2199,194.3,7.0,12.9,Hyundai
2675,Hyundai EON D Lite Plus Option,Kolkata,3,60000,Petrol,Manual,First,21.1,814,55.2,5.0,2.5,Hyundai
2676,Hyundai i20 Sportz 1.2,Delhi,7,92408,Petrol,Manual,First,18.5,1197,82.85,5.0,3.65,Hyundai
2677,Hyundai Verna 1.6 SX VTVT (O),Bangalore,6,45000,Petrol,Manual,First,17.1,1591,121.3,5.0,7.5,Hyundai
2678,Honda Brio S Option MT,Kochi,7,33793,Petrol,Manual,First,18.4,1198,86.8,5.0,3.74,Honda
2679,Maruti Swift VXI Optional,Kochi,3,26327,Petrol,Manual,First,20.4,1197,81.8,5.0,5.86,Maruti
2680,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2,20604,Diesel,Automatic,First,19.27,2143,167.62,5.0,39.62,Mercedes
2681,Maruti Swift VDI Optional,Coimbatore,2,61386,Diesel,Manual,First,25.2,1248,74.0,5.0,7.05,Maruti
2682,Maruti Swift AMT VDI,Delhi,2,11500,Diesel,Automatic,First,28.4,1248,74.0,5.0,7.5,Maruti
2683,Chevrolet Beat Diesel LS,Chennai,8,58000,Diesel,Manual,First,25.44,936,57.6,5.0,2.1,Chevrolet
2684,Skoda Superb Elegance 1.8 TSI AT,Delhi,6,38000,Petrol,Automatic,First,13.7,1798,157.75,5.0,11.6,Skoda
2685,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,8,49000,Diesel,Automatic,Second,14.84,2143,167.62,5.0,19.25,Mercedes
2686,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,3,72202,Diesel,Manual,First,13.68,2393,147.8,8.0,17.92,Toyota
2687,Hyundai i10 Sportz,Kolkata,4,7000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.6,Hyundai
2688,Honda Amaze S i-DTEC,Ahmedabad,6,20000,Diesel,Manual,Second,25.8,1498,98.6,5.0,4.5,Honda
2689,Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,3,14061,Diesel,Manual,First,21.9,1396,88.76,5.0,7.4,Hyundai
2690,Mercedes-Benz GLE 350d,Coimbatore,2,30706,Diesel,Automatic,First,11.57,2987,254.79,5.0,59.29,Mercedes
2691,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Kolkata,9,51387,Diesel,Manual,First,12.05,2179,120.0,7.0,5.5,Mahindra
2692,Hyundai Getz GLE,Bangalore,14,44000,Petrol,Manual,Second,15.3,1341,83.0,5.0,1.75,Hyundai
2693,Maruti Baleno Alpha,Mumbai,4,12208,Petrol,Manual,First,21.4,1197,83.1,5.0,6.75,Maruti
2694,Chevrolet Optra Magnum 2.0 LT,Chennai,9,55000,Diesel,Manual,First,16.52,1991,123.7,5.0,3.95,Chevrolet
2695,Hyundai Verna 1.6 SX VTVT (O),Mumbai,9,61600,Petrol,Manual,First,17.1,1591,121.3,5.0,4.2,Hyundai
2696,Honda City 1.5 V MT,Hyderabad,4,28414,Petrol,Manual,First,17.0,1497,118.0,5.0,8.4,Honda
2697,Volkswagen Polo GT TSI,Mumbai,3,27853,Petrol,Automatic,First,17.21,1197,103.5,5.0,8.25,Volkswagen
2698,Honda Brio E MT,Bangalore,7,55116,Petrol,Manual,First,19.4,1198,86.8,5.0,3.31,Honda
2699,Maruti Swift Dzire VDI,Ahmedabad,3,26000,Diesel,Manual,First,26.59,1248,74.0,5.0,7.5,Maruti
2700,Honda City 1.5 V MT Exclusive,Pune,8,45496,Petrol,Manual,First,17.0,1497,118.0,5.0,4.75,Honda
2701,Mahindra Ssangyong Rexton RX7,Pune,7,76000,Diesel,Automatic,Second,11.18,2696,184.0,7.0,8.79,Mahindra
2702,Skoda Superb Elegance 1.8 TSI MT,Pune,6,136000,Petrol,Manual,First,13.1,1798,157.75,5.0,9.5,Skoda
2703,Maruti Alto LXi,Kolkata,10,38127,Petrol,Manual,First,19.7,796,46.3,5.0,1.55,Maruti
2704,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Jaipur,6,82450,Diesel,Manual,First,23.0,1396,90.0,5.0,5.85,Hyundai
2705,Ford Ecosport 1.5 Ti VCT MT Trend,Coimbatore,6,62497,Petrol,Manual,First,15.8,1499,110.0,5.0,7.52,Ford
2706,Nissan Micra Diesel XV,Hyderabad,9,86732,Diesel,Manual,First,23.08,1461,63.1,5.0,3.6,Nissan
2707,Honda Brio E MT,Kochi,4,27969,Petrol,Manual,First,19.4,1198,86.8,5.0,4.73,Honda
2708,Mahindra Ssangyong Rexton RX7,Delhi,7,66372,Diesel,Automatic,First,11.18,2696,184.0,7.0,10.5,Mahindra
2709,BMW 7 Series 730Ld Sedan,Coimbatore,7,73525,Diesel,Automatic,First,16.46,2993,258.0,5.0,34.54,BMW
2710,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2,20689,Petrol,Manual,First,18.9,1197,81.86,5.0,6.07,Hyundai
2711,Maruti Baleno Delta 1.2,Coimbatore,2,25093,Petrol,Manual,First,21.4,1197,83.1,5.0,7.76,Maruti
2712,Mahindra Xylo E8 ABS BS IV,Coimbatore,4,49176,Diesel,Manual,First,11.68,2498,112.0,8.0,7.46,Mahindra
2713,Renault Fluence Diesel E4,Delhi,8,87510,Diesel,Manual,First,21.8,1461,78.0,5.0,3.49,Renault
2714,Hyundai i20 1.2 Magna,Coimbatore,8,38214,Petrol,Manual,Second,18.5,1197,80.0,5.0,4.05,Hyundai
2715,Mitsubishi Pajero 2.8 SFX,Kochi,7,48986,Diesel,Manual,First,10.5,2835,107.2,6.0,11.88,Mitsubishi
2716,Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,9,88000,Petrol,Automatic,First,14.53,1794,138.1,5.0,6.45,Toyota
2717,BMW X5 X5 M,Pune,5,69002,Diesel,Automatic,First,15.97,2993,258.0,5.0,50.0,BMW
2718,BMW 3 Series 2005-2011 325i Sedan,Pune,9,43706,Petrol,Automatic,First,10.9,2497,215.0,5.0,9.0,BMW
2719,Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,4,58671,Diesel,Automatic,First,17.01,1582,126.2,5.0,14.25,Hyundai
2720,Mahindra TUV 300 2015-2019 T8,Coimbatore,3,49404,Diesel,Manual,First,18.49,1493,100.0,7.0,7.36,Mahindra
2721,Mahindra Scorpio VLX 2.2 mHawk BSIII,Delhi,10,72000,Diesel,Manual,First,12.05,2179,120.0,8.0,4.4,Mahindra
2722,Renault KWID RXT,Mumbai,4,24000,Petrol,Manual,First,25.17,799,53.3,5.0,3.1,Renault
2723,Renault KWID 1.0 RXT Optional AMT,Coimbatore,3,53285,Petrol,Automatic,First,22.5,999,67.0,5.0,4.28,Renault
2724,Maruti Swift VXi BSIV,Pune,3,12000,Petrol,Manual,First,16.1,1197,85.0,5.0,5.5,Maruti
2725,Skoda Laura 1.9 TDI AT Ambiente,Kolkata,8,45000,Diesel,Automatic,First,17.0,1896,105.0,5.0,6.99,Skoda
2726,Maruti Alto 800 2016-2019 VXI,Coimbatore,2,26234,Petrol,Manual,First,24.7,796,47.3,5.0,4.29,Maruti
2727,Maruti Swift VXI,Delhi,6,55000,Petrol,Manual,First,18.6,1197,85.8,5.0,4.2,Maruti
2728,Hyundai i20 1.4 CRDi Sportz,Pune,8,90000,Diesel,Manual,First,23.0,1396,90.0,5.0,4.11,Hyundai
2729,Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,5,48000,Diesel,Automatic,First,15.73,1968,174.33,5.0,18.75,Audi
2730,Mercedes-Benz GLE 350d,Mumbai,3,19863,Diesel,Automatic,First,11.57,2987,254.79,5.0,64.95,Mercedes
2731,Hyundai i10 Era,Mumbai,10,55000,Petrol,Manual,Second,19.81,1086,68.05,5.0,1.59,Hyundai
2732,Maruti Wagon R LXI Optional,Kolkata,4,4800,Petrol,Manual,First,20.51,998,67.04,5.0,3.6,Maruti
2733,Honda City i VTEC V,Kochi,3,38607,Petrol,Manual,Second,17.8,1497,117.3,5.0,7.87,Honda
2734,Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2,3958,Petrol,Manual,First,18.9,1197,81.86,5.0,5.55,Hyundai
2735,Honda City i DTEC VX,Jaipur,6,74000,Diesel,Manual,Second,25.1,1498,98.6,5.0,6.4,Honda
2736,Maruti Swift Dzire VXi,Mumbai,11,54540,Petrol,Manual,Third,17.5,1298,85.8,5.0,2.65,Maruti
2737,Maruti Swift Dzire ZXi,Delhi,5,58400,Petrol,Manual,First,17.5,1298,85.8,5.0,5.5,Maruti
2738,Mahindra XUV500 W8 2WD,Kochi,7,73648,Diesel,Manual,First,15.1,2179,140.0,7.0,7.31,Mahindra
2739,Maruti Ciaz ZDi Plus SHVS,Jaipur,4,83000,Diesel,Manual,First,28.09,1248,88.5,5.0,7.1,Maruti
2740,Hyundai Verna 1.6 SX CRDi (O),Kochi,4,16159,Diesel,Manual,First,22.32,1582,126.32,5.0,7.83,Hyundai
2741,Hyundai Accent CRDi,Mumbai,15,150000,Diesel,Manual,First,13.1,1493,82.0,5.0,0.85,Hyundai
2742,Honda Brio S MT,Mumbai,6,22100,Petrol,Manual,First,19.4,1198,86.8,5.0,3.55,Honda
2743,Hyundai i20 Active 1.2 SX,Coimbatore,3,35043,Petrol,Manual,First,17.19,1197,81.86,5.0,8.19,Hyundai
2744,BMW 3 Series 320d Sport Line,Pune,2,24000,Diesel,Automatic,First,18.88,1995,184.0,5.0,28.0,BMW
2745,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,5,480000,Diesel,Automatic,First,16.96,1968,138.03,5.0,13.0,Volkswagen
2746,Volkswagen Polo Petrol Highline 1.6L,Chennai,9,70000,Petrol,Manual,Second,15.26,1598,103.5,5.0,3.29,Volkswagen
2747,Maruti Swift VXi BSIV,Pune,5,13769,Petrol,Manual,Second,16.1,1197,85.0,5.0,4.41,Maruti
2748,Renault Duster 110PS Diesel RxZ,Kolkata,7,58000,Diesel,Manual,First,19.01,1461,108.45,5.0,4.99,Renault
2749,BMW X3 xDrive 20d Luxury Line,Hyderabad,11,58000,Diesel,Automatic,First,18.56,1995,190.0,5.0,17.98,BMW
2750,Fiat Avventura MULTIJET Emotion,Coimbatore,2,18705,Diesel,Manual,First,20.5,1248,91.72,5.0,7.71,Fiat
2751,Maruti Wagon R Stingray VXI,Delhi,7,32378,Petrol,Manual,First,20.51,998,67.04,5.0,2.8,Maruti
2752,Chevrolet Sail Hatchback LS ABS,Kolkata,7,45000,Diesel,Manual,First,22.1,1248,76.9,5.0,3.0,Chevrolet
2753,Mahindra XUV500 W8 2WD,Coimbatore,5,36836,Diesel,Manual,First,15.1,2179,140.0,7.0,12.49,Mahindra
2754,Tata Zest Quadrajet 1.3,Kochi,4,54199,Diesel,Manual,First,23.0,1248,88.8,5.0,5.0,Tata
2755,BMW X3 xDrive20d xLine,Kochi,3,36935,Diesel,Automatic,First,18.56,1995,190.0,5.0,32.64,BMW
2756,Maruti Swift VDI BSIV,Chennai,5,23000,Diesel,Manual,First,25.2,1248,74.0,5.0,6.5,Maruti
2757,BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,5,14000,Diesel,Automatic,First,18.12,1995,190.0,5.0,35.0,BMW
2758,Tata Indigo CS eVX,Chennai,5,100073,Diesel,Manual,Second,25.0,1396,69.01,5.0,2.0,Tata
2759,Mahindra XUV500 W8 2WD,Kochi,5,59182,Diesel,Manual,First,15.1,2179,140.0,7.0,9.46,Mahindra
2760,Audi Q7 35 TDI Quattro Premium Plus,Kochi,4,72132,Diesel,Automatic,Second,12.07,2967,241.4,7.0,39.0,Audi
2761,BMW 5 Series 2003-2012 520d,Hyderabad,11,79000,Diesel,Automatic,First,18.48,1995,177.0,5.0,15.0,BMW
2762,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,7,66930,Petrol,Manual,First,17.1,1591,121.3,5.0,6.15,Hyundai
2763,Hyundai Santa Fe 4WD AT,Pune,5,100000,Diesel,Automatic,Second,13.01,2199,194.3,7.0,14.5,Hyundai
2764,Maruti Wagon R AMT VXI,Kochi,2,27413,Petrol,Automatic,First,20.51,998,67.0,5.0,5.18,Maruti
2765,Maruti Wagon R LX BSIII,Pune,13,90000,Petrol,Manual,Second,17.3,1061,64.0,5.0,1.24,Maruti
2766,Hyundai i20 Sportz 1.2,Kolkata,7,40300,Petrol,Manual,First,18.5,1197,82.85,5.0,2.8,Hyundai
2767,Skoda Superb Elegance 1.8 TSI AT,Kochi,9,73783,Petrol,Automatic,Second,13.7,1798,157.75,5.0,5.23,Skoda
2768,Hyundai Getz GLS,Pune,15,86000,Petrol,Manual,Second,15.3,1341,83.0,5.0,0.45,Hyundai
2769,Maruti Wagon R LXI BS IV,Delhi,6,65694,Petrol,Manual,First,18.9,998,67.1,5.0,3.25,Maruti
2770,Maruti Omni MPI CARGO BSIV,Kolkata,5,23000,Petrol,Manual,First,16.8,796,34.2,5.0,1.5,Maruti
2771,Hyundai i10 Magna 1.2,Mumbai,8,51000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.85,Hyundai
2772,Renault KWID 1.0 RXT Optional,Kochi,2,18335,Petrol,Manual,First,21.7,999,67.0,5.0,4.5,Renault
2773,Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,6,36000,Diesel,Automatic,First,15.0,2147,107.3,5.0,16.25,Mercedes
2774,Volkswagen Polo GT TSI,Mumbai,3,25000,Petrol,Automatic,First,17.21,1197,103.5,5.0,7.75,Volkswagen
2775,Mahindra Scorpio VLX 4WD,Bangalore,13,81000,Diesel,Manual,Third,12.05,2179,120.0,8.0,4.35,Mahindra
2776,Toyota Fortuner 2.8 2WD AT,Kochi,1,21719,Diesel,Automatic,First,12.9,2755,174.5,7.0,33.13,Toyota
2777,Chevrolet Beat Diesel LT,Coimbatore,7,75421,Diesel,Manual,First,25.44,936,56.3,5.0,3.63,Chevrolet
2778,Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,10,80000,Diesel,Manual,First,12.8,2494,102.0,8.0,4.75,Toyota
2779,Maruti Swift Dzire VXI,Kochi,2,10671,Petrol,Manual,First,20.85,1197,83.14,5.0,6.51,Maruti
2780,Renault KWID Climber 1.0 MT,Hyderabad,2,4126,Petrol,Manual,First,21.7,999,67.0,5.0,4.8,Renault
2781,Tata Bolt Quadrajet XM,Hyderabad,3,98500,Diesel,Manual,First,22.95,1248,74.0,5.0,6.0,Tata
2782,Hyundai Grand i10 Asta,Coimbatore,4,61578,Petrol,Manual,First,18.9,1197,82.0,5.0,6.4,Hyundai
2783,Volkswagen Vento 1.5 TDI Highline,Ahmedabad,6,54000,Diesel,Manual,First,20.34,1498,103.2,5.0,4.9,Volkswagen
2784,Audi A6 2011-2015 2.0 TDI,Coimbatore,7,70998,Diesel,Automatic,First,17.68,1968,174.33,5.0,20.57,Audi
2785,Maruti Swift Dzire Ldi BSIV,Kolkata,5,40082,Diesel,Manual,First,19.3,1248,73.9,5.0,4.76,Maruti
2786,Chevrolet Spark 1.0 LT,Kochi,8,50619,Petrol,Manual,First,18.0,995,62.0,5.0,2.0,Chevrolet
2787,BMW 3 Series 320d,Coimbatore,11,103905,Diesel,Automatic,First,22.69,1995,190.0,5.0,9.92,BMW
2788,Hyundai EON Era Plus,Kochi,2,15334,Petrol,Manual,First,21.1,814,55.2,5.0,3.69,Hyundai
2789,Maruti Swift Dzire VDI,Hyderabad,7,69000,Diesel,Manual,First,23.4,1248,74.0,5.0,5.75,Maruti
2790,Volkswagen CrossPolo 1.5 TDI,Hyderabad,6,75160,Diesel,Manual,First,20.14,1498,88.5,5.0,5.7,Volkswagen
2791,Honda Amaze E i-Vtech,Coimbatore,6,44753,Petrol,Manual,First,18.0,1198,86.7,5.0,4.94,Honda
2792,Volkswagen Vento Petrol Highline AT,Kochi,8,53024,Petrol,Automatic,First,14.4,1598,103.6,5.0,4.29,Volkswagen
2793,Maruti Wagon R Stingray VXI,Kolkata,6,23840,Petrol,Manual,First,20.51,998,67.04,5.0,3.0,Maruti
2794,Volkswagen Polo 1.5 TDI Highline,Hyderabad,6,81298,Diesel,Manual,First,20.14,1498,88.8,5.0,6.5,Volkswagen
2795,Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,5,59000,Petrol,Manual,Second,16.47,1198,73.9,5.0,4.9,Volkswagen
2796,Honda Amaze SX i-DTEC,Kochi,4,51806,Diesel,Manual,First,25.8,1498,98.6,5.0,5.4,Honda
2797,Audi A6 35 TDI Matrix,Delhi,6,56000,Diesel,Automatic,First,18.53,1968,187.74,5.0,24.0,Audi
2798,Tata Tigor 1.05 Revotorq XZ Option,Kochi,1,29279,Diesel,Manual,First,24.7,1047,69.0,5.0,7.46,Tata
2799,Volkswagen Vento 1.5 TDI Highline AT,Kochi,3,33550,Diesel,Automatic,First,21.5,1498,108.5,5.0,9.6,Volkswagen
2800,Audi A6 35 TDI Matrix,Hyderabad,6,62000,Diesel,Automatic,First,18.53,1968,187.74,5.0,25.0,Audi
2801,Nissan Terrano XL 110 PS,Hyderabad,6,66000,Diesel,Manual,First,19.01,1461,108.5,5.0,6.8,Nissan
2802,Skoda Rapid 1.5 TDI AT Elegance,Coimbatore,4,46630,Diesel,Automatic,First,21.66,1498,103.52,5.0,8.59,Skoda
2803,Ford Figo Aspire 1.5 TDCi Trend,Hyderabad,4,72566,Diesel,Manual,First,25.83,1498,99.0,5.0,5.29,Ford
2804,Tata Venture EX,Pune,9,51482,Diesel,Manual,First,15.42,1405,70.0,8.0,2.5,Tata
2805,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Chennai,9,90000,Diesel,Automatic,First,14.84,2143,167.62,5.0,13.9,Mercedes
2806,Toyota Fortuner 4x2 Manual,Jaipur,6,69000,Diesel,Manual,Second,13.0,2982,168.5,7.0,20.0,Toyota
2807,Honda City 1.5 V MT,Delhi,9,90000,Petrol,Manual,Second,17.0,1497,118.0,5.0,3.4,Honda
2808,Hyundai i20 Asta Option 1.2,Mumbai,5,39000,Petrol,Manual,First,18.6,1197,81.83,5.0,5.5,Hyundai
2809,Volkswagen Vento Diesel Trendline,Hyderabad,8,110000,Diesel,Manual,Second,20.54,1598,103.6,5.0,3.65,Volkswagen
2810,Ford Endeavour 2.5L 4X2 MT,Kochi,9,68022,Diesel,Manual,First,13.1,2499,141.0,7.0,5.86,Ford
2811,Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2,27852,Petrol,Automatic,First,14.8,1497,121.36,5.0,10.44,Ford
2812,Hyundai i20 Sportz Diesel,Coimbatore,9,68439,Diesel,Manual,First,23.0,1396,90.0,5.0,3.37,Hyundai
2813,Toyota Innova 2.5 VX (Diesel) 8 Seater,Delhi,9,150000,Diesel,Manual,First,12.99,2494,100.6,8.0,6.95,Toyota
2814,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,2,14000,Diesel,Manual,First,21.5,1497,108.5,5.0,9.9,Tata
2815,Ford Figo Diesel Titanium,Hyderabad,8,71558,Diesel,Manual,First,20.0,1399,68.05,5.0,3.3,Ford
2816,Porsche Panamera Diesel,Delhi,7,48000,Diesel,Automatic,Second,17.85,2967,300.0,4.0,50.5,Porsche
2817,Hyundai Creta 1.6 CRDi AT SX Plus,Jaipur,5,65800,Diesel,Automatic,First,17.01,1582,126.2,5.0,12.5,Hyundai
2818,Audi A4 2.0 TDI Multitronic,Hyderabad,6,53000,Diesel,Automatic,First,16.55,1968,140.0,5.0,20.5,Audi
2819,Mahindra XUV500 W8 4WD,Kolkata,3,14600,Diesel,Manual,First,16.0,2179,140.0,7.0,14.5,Mahindra
2820,Isuzu MUX 4WD,Jaipur,3,34429,Diesel,Automatic,First,13.8,2999,174.57,7.0,20.0,Isuzu
2821,Maruti Swift Dzire VDI,Delhi,6,52000,Diesel,Manual,First,23.4,1248,74.0,5.0,5.25,Maruti
2822,Maruti Ciaz ZXi,Kolkata,5,25470,Petrol,Manual,First,20.73,1373,91.1,5.0,5.9,Maruti
2823,Hyundai EON Era Plus,Pune,7,22000,Petrol,Manual,First,21.1,814,55.2,5.0,2.6,Hyundai
2824,Mercedes-Benz E-Class 280 CDI,Chennai,13,75000,Diesel,Automatic,First,11.0,2987,198.5,5.0,11.0,Mercedes
2825,BMW 5 Series 2003-2012 520d,Pune,9,95995,Diesel,Automatic,First,18.48,1995,177.0,5.0,15.5,BMW
2826,Hyundai Grand i10 1.2 CRDi Sportz Option,Jaipur,3,26877,Diesel,Manual,First,24.0,1186,73.97,5.0,5.75,Hyundai
2827,Jaguar XJ 3.0L Portfolio,Hyderabad,5,26000,Diesel,Automatic,First,14.47,2993,301.73,5.0,75.0,Jaguar
2828,Maruti Swift Ldi BSIII,Chennai,13,140000,Diesel,Manual,Second,17.8,1248,75.0,5.0,2.0,Maruti
2829,Hyundai Santro Xing GLS,Hyderabad,12,95291,Petrol,Manual,First,17.92,1086,62.1,5.0,2.3,Hyundai
2830,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,11,135000,Diesel,Manual,Second,12.8,2494,102.0,8.0,8.2,Toyota
2831,Hyundai i20 Sportz 1.2,Kolkata,5,32000,Petrol,Manual,First,18.6,1197,81.83,5.0,4.8,Hyundai
2832,Mercedes-Benz E-Class 280 CDI,Mumbai,12,68333,Diesel,Automatic,Second,11.0,2987,198.5,5.0,8.5,Mercedes
2833,Ford Figo Diesel ZXI,Chennai,9,72000,Diesel,Manual,First,20.0,1399,68.0,5.0,2.9,Ford
2834,Toyota Corolla Altis 1.4 DG,Ahmedabad,8,52100,Diesel,Manual,First,21.43,1364,86.79,5.0,6.5,Toyota
2835,Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,2,10000,Petrol,Manual,First,18.9,1197,81.86,5.0,5.85,Hyundai
2836,Jeep Compass 2.0 Limited 4X4,Coimbatore,1,6261,Diesel,Manual,First,16.3,1956,170.0,5.0,23.91,Jeep
2837,Maruti Ignis 1.2 AMT Alpha,Coimbatore,1,3906,Petrol,Automatic,First,20.89,1197,81.8,5.0,7.36,Maruti
2838,Toyota Fortuner 3.0 Diesel,Pune,6,55960,Diesel,Manual,First,11.5,2982,171.0,7.0,17.25,Toyota
2839,Volkswagen Vento Diesel Highline,Jaipur,7,144000,Diesel,Manual,First,20.54,1598,103.6,5.0,7.0,Volkswagen
2840,Toyota Innova Crysta 2.4 VX MT,Mumbai,3,38000,Diesel,Manual,First,13.68,2393,147.8,7.0,17.65,Toyota
2841,Ford Figo Diesel Celebration Edition,Jaipur,7,51000,Diesel,Manual,First,20.0,1399,68.1,5.0,2.5,Ford
2842,Toyota Platinum Etios 1.4 GXD,Hyderabad,5,150000,Diesel,Manual,First,23.59,1364,67.05,5.0,6.0,Toyota
2843,Mahindra Thar DI 4X4,Mumbai,2,2500,Diesel,Manual,First,18.06,2523,63.0,7.0,8.25,Mahindra
2844,Land Rover Range Rover HSE Dynamic,Kochi,2,41661,Diesel,Automatic,First,12.7,2179,187.7,5.0,44.83,Land
2845,BMW 3 Series 320d Highline,Delhi,9,64000,Diesel,Automatic,First,16.07,1995,181.0,5.0,10.5,BMW
2846,Hyundai Accent GLS,Bangalore,12,80000,Petrol,Manual,Second,13.2,1495,94.0,5.0,1.9,Hyundai
2847,Maruti Celerio ZXI AT,Jaipur,4,30000,Petrol,Automatic,Second,23.1,998,67.04,5.0,4.25,Maruti
2848,Jaguar XF 2.2 Litre Luxury,Chennai,6,43000,Diesel,Automatic,Second,16.36,2179,187.7,5.0,26.5,Jaguar
2849,Audi A6 2.7 TDI,Bangalore,7,90000,Diesel,Automatic,Second,12.4,2698,179.5,5.0,22.5,Audi
2850,Nissan Micra Diesel XV,Hyderabad,9,123880,Diesel,Manual,First,23.08,1461,63.1,5.0,3.3,Nissan
2851,Honda Amaze S i-Vtech,Jaipur,5,42000,Petrol,Manual,Second,18.0,1198,86.7,5.0,4.3,Honda
2852,Renault Duster 85PS Diesel RxL Option,Chennai,8,79824,Diesel,Manual,First,19.87,1461,83.8,5.0,5.25,Renault
2853,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,5,75000,Diesel,Manual,First,12.99,2494,100.6,8.0,11.75,Toyota
2854,Honda Amaze E i-Vtech,Ahmedabad,6,72411,Petrol,Manual,First,18.0,1198,86.7,5.0,4.25,Honda
2855,Mercedes-Benz New C-Class C 250 CDI Elegance,Delhi,8,63000,Diesel,Automatic,First,14.94,2143,204.0,5.0,14.22,Mercedes
2856,Toyota Etios Liva G,Chennai,5,53713,Petrol,Manual,First,17.71,1197,78.9,5.0,4.2,Toyota
2857,Toyota Innova Crysta 2.8 GX AT 8S,Delhi,3,18000,Diesel,Automatic,First,11.36,2755,171.5,8.0,18.25,Toyota
2858,Mercedes-Benz New C-Class 200 CDI Elegance,Bangalore,7,51000,Diesel,Manual,First,15.8,2148,170.0,5.0,18.5,Mercedes
2859,Maruti Swift VXI BSIII,Chennai,12,86700,Petrol,Manual,Second,16.1,1298,88.2,5.0,2.4,Maruti
2860,Maruti Baleno Alpha 1.3,Kolkata,4,29000,Diesel,Manual,First,27.39,1248,74.0,5.0,6.5,Maruti
2861,Hyundai Santro Xing GL Plus LPG,Hyderabad,6,56000,LPG,Manual,First,13.45,1086,62.1,5.0,3.2,Hyundai
2862,Maruti Celerio VXI AT,Mumbai,5,33000,Petrol,Automatic,First,23.1,998,67.04,5.0,3.99,Maruti
2863,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,6,64394,Diesel,Manual,First,22.7,1498,89.84,5.0,5.45,Ford
2864,Tata Manza Aura Quadrajet,Hyderabad,10,76000,Diesel,Manual,First,18.8,1248,90.0,5.0,2.7,Tata
